,Unnamed: 0,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,LAT,LON,num_offenses,HOUR,WEEKDAY
1598,958016,240316632,11/29/2024 0:00,2024-11-25,900,3,Southwest,311,1,330,BURGLARY FROM VEHICLE,1300 1822 0329 0344 0321,25,F,W,101.0,STREET,,,IC,Invest Cont,3300    LA CIENEGA                   BL,,34.0282,-118.372,1,9,Monday
1599,914409,242105541,2/7/2024 0:00,2024-01-13,930,21,Topanga,2185,2,662,"BUNCO, GRAND THEFT",701,68,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,22000    VENTURA                      BL,,34.1685,-118.6059,1,9,Saturday
1600,915233,240704843,1/19/2024 0:00,2024-01-19,1900,7,Wilshire,732,1,210,ROBBERY,0346 0416 0417 0449,33,M,W,101.0,STREET,513.0,STUN GUN,IC,Invest Cont,6400    WILSHIRE                     BL,,34.0665,-118.3662,1,19,Friday
1601,590514,221700608,3/9/2022 0:00,2022-03-09,1130,17,Devonshire,1796,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1814,34,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,16900    NAPA                         ST,,34.2267,-118.5,1,11,Wednesday
1602,744931,231311578,5/31/2023 0:00,2023-01-06,752,13,Newton,1342,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,32,F,H,710.0,OTHER PREMISE,,,IC,Invest Cont,3800    MAPLE                        AV,,34.0132,-118.272,1,7,Friday
1603,215081,211506836,3/13/2021 0:00,2021-02-16,1630,15,N Hollywood,1565,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0358 0385 1300,58,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,ELMER                        AV,RYE                          ST,34.1512,-118.3769,1,16,Tuesday
1604,397774,211508962,5/6/2021 0:00,2021-05-06,1210,15,N Hollywood,1595,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 1822,53,M,W,704.0,ELEMENTARY SCHOOL,512.0,MACE/PEPPER SPRAY,AA,Adult Arrest,3900    CARPENTER                    AV,,34.1406,-118.3918,1,12,Thursday
1605,791936,232107132,3/25/2023 0:00,2023-03-25,345,21,Topanga,2156,1,310,BURGLARY,1420 0329 0358,35,M,X,210.0,RESTAURANT/FAST FOOD,,,AO,Adult Other,21500    VICTORY                      BL,,34.1881,-118.6,1,3,Saturday
1606,805740,241705942,2/15/2024 0:00,2023-10-06,1127,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,22.522079245917475,X,X,404.0,DEPARTMENT STORE,,,AO,Adult Other,11100    BALBOA                       BL,,34.2757,-118.5144,1,11,Friday
1607,949276,241605885,2/29/2024 0:00,2024-02-29,1200,16,Foothill,1685,2,624,BATTERY - SIMPLE ASSAULT,913,52,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,7800    TROOST                       AV,,34.2121,-118.3867,1,12,Thursday
1608,888883,240604906,1/20/2024 0:00,2024-01-20,1440,6,Hollywood,638,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0378 1822 0325 2004 1402,23.280065926417773,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,5500    HOLLYWOOD                    BL,,34.1038,-118.3151,2,14,Saturday
1609,561272,221800761,9/6/2022 0:00,2022-09-04,1900,18,Southeast,1841,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1407 0421 2001 0432 1243 1813 2000 0913 0302 0369,29,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,10700 S  FIGUEROA                     ST,,33.9367,-118.2871,2,19,Sunday
1610,294575,211416100,8/4/2021 0:00,2021-08-04,715,14,Pacific,1412,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 0448 1218 2004,35,M,W,109.0,PARK/PLAYGROUND,309.0,BOARD,IC,Invest Cont,1200    PACIFIC                      AV,,33.9897,-118.4738,1,7,Wednesday
1611,501689,220416122,12/8/2022 0:00,2022-12-01,151,4,Hollenbeck,453,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0443,26,F,H,504.0,OTHER RESIDENCE,511.0,VERBAL THREAT,IC,Invest Cont,1800    KEARNEY                      ST,,34.0514,-118.2202,1,1,Thursday
1612,884029,240217400,11/25/2024 0:00,2024-11-24,1930,2,Rampart,235,1,510,VEHICLE - STOLEN,,35.58024902184113,,H,707.0,GARAGE/CARPORT,,,AO,Adult Other,100 S  CARONDELET                   ST,,34.0683,-118.2748,1,19,Sunday
1613,141869,201812802,6/19/2020 0:00,2020-06-18,1900,18,Southeast,1832,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,10700 S  BROADWAY,,33.9392,-118.2781,1,19,Thursday
1614,942477,241408673,4/16/2024 0:00,2024-04-04,600,14,Pacific,1496,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,43,M,A,101.0,STREET,,,IC,Invest Cont,9800    VICKSBURG                    AV,,33.9473,-118.394,1,6,Thursday
1615,301532,231811060,5/27/2023 0:00,2021-06-13,1630,18,Southeast,1805,2,354,THEFT OF IDENTITY,0930 1822,38,M,X,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,400 E  92ND                         ST,,33.9529,-118.2673,1,16,Sunday
1616,175697,201404663,1/11/2020 0:00,2020-01-10,10,14,Pacific,1431,1,320,"BURGLARY, ATTEMPTED",1609 1607,23.280065926417773,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,1700    MAIN                         ST,,33.9878,-118.4709,1,0,Friday
1617,249319,211008593,6/1/2021 0:00,2021-04-24,1855,10,West Valley,1067,2,354,THEFT OF IDENTITY,1822 0377,70,F,W,101.0,STREET,,,IC,Invest Cont,17100    KILLION                      ST,,34.1706,-118.5055,1,18,Saturday
1618,639850,220412306,8/22/2022 0:00,2022-08-22,26,4,Hollenbeck,441,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 0334,27,M,H,101.0,STREET,212.0,BOTTLE,AA,Adult Arrest,1000 E  CESAR E CHAVEZ               AV,,34.0541,-118.2251,1,0,Monday
1619,736613,230410428,7/15/2023 0:00,2023-07-15,1105,4,Hollenbeck,456,1,210,ROBBERY,0302 0344 0337,19.971107142857143,X,X,402.0,MARKET,102.0,HAND GUN,IC,Invest Cont,900 N  SOTO                         ST,,34.0521,-118.2045,1,11,Saturday
1620,193653,202015211,9/27/2020 0:00,2020-09-17,1000,20,Olympic,2088,2,354,THEFT OF IDENTITY,1822 0929 0930,46,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,1700    MAGNOLIA                     AV,,34.0441,-118.2864,1,10,Thursday
1621,147997,201412519,6/19/2020 0:00,2020-06-18,1930,14,Pacific,1434,1,310,BURGLARY,0344 0397,39,M,W,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,3700    STEWART                      AV,,34.0046,-118.4392,1,19,Thursday
1622,727649,232009980,4/2/2023 0:00,2023-04-02,400,20,Olympic,2025,1,330,BURGLARY FROM VEHICLE,0344 0352 1221 0321 1822,23,F,H,101.0,STREET,,,IC,Invest Cont,300 S  KENMORE                      AV,,34.0672,-118.2985,1,4,Sunday
1623,444066,221108942,5/9/2022 0:00,2022-04-21,1100,11,Northeast,1123,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0603 0421,73,M,O,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,3800    REVERE                       AV,,34.1223,-118.2608,1,11,Thursday
1624,421293,221607794,4/30/2022 0:00,2022-04-29,2030,16,Foothill,1685,1,510,VEHICLE - STOLEN,,41.345974455927646,,H,104.0,DRIVEWAY,,,IC,Invest Cont,7700    FARMDALE                     AV,,34.2121,-118.3812,1,20,Friday
1625,643239,221010939,6/26/2022 0:00,2022-06-26,1300,10,West Valley,1001,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1276 0400 1414 2000 1814 0448 0444 0408 0913,58,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,19400    KESWICK                      ST,,34.2106,-118.5555,1,13,Sunday
1626,992391,241406776,2/29/2024 0:00,2024-02-29,1830,14,Pacific,1454,1,441,THEFT PLAIN - ATTEMPT,325,19.955337301587303,X,X,403.0,DRUG STORE,,,IC,Invest Cont,13100    MINDANAO                     WY,,33.9865,-118.4363,1,18,Thursday
1627,345701,210410572,7/11/2021 0:00,2021-07-10,1830,4,Hollenbeck,477,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,INEZ,FICKETT,34.0354,-118.2119,1,18,Saturday
1628,495124,221507827,4/3/2022 0:00,2022-03-31,2255,15,N Hollywood,1585,1,330,BURGLARY FROM VEHICLE,1302 0344 1605 0321,57,F,O,108.0,PARKING LOT,,,IC,Invest Cont,11100    AQUA VISTA                   ST,,34.145,-118.3725,1,22,Thursday
1629,59120,200304845,1/15/2020 0:00,2020-01-06,1130,3,Southwest,363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 1309,19,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,3700    SANTA ROSALIA                DR,,34.0072,-118.3373,1,11,Monday
1630,415064,220809368,5/10/2022 0:00,2022-05-06,200,8,West LA,833,2,901,VIOLATION OF RESTRAINING ORDER,2038 0554,52,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,1300    MIDVALE                      AV,,34.0566,-118.4445,1,2,Friday
1631,118683,202010256,5/27/2020 0:00,2020-05-27,1230,20,Olympic,2015,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 2004,19.971107142857143,X,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,3800    BEVERLY                      BL,,34.0763,-118.2917,1,12,Wednesday
1632,678419,231506862,3/9/2023 0:00,2023-03-08,1400,15,N Hollywood,1526,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,65,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,6000    FARMDALE                     AV,,34.1803,-118.3813,1,14,Wednesday
1633,696439,231904224,1/4/2023 0:00,2023-01-02,1535,19,Mission,1964,2,354,THEFT OF IDENTITY,935,29,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,9300    VAN NUYS                     BL,,34.239,-118.4502,1,15,Monday
1634,984369,240912037,10/3/2024 0:00,2024-10-03,1600,9,Van Nuys,941,2,946,OTHER MISCELLANEOUS CRIME,1402,65,M,A,710.0,OTHER PREMISE,,,AA,Adult Arrest,CALIFA,COLUMBUS,34.1775,-118.4639,2,16,Thursday
1635,170812,201405742,1/30/2020 0:00,2020-01-30,2030,14,Pacific,1445,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 0444,34,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,12500    VENICE                       BL,,34.0028,-118.4351,1,20,Thursday
1636,664727,231314448,7/24/2023 0:00,2023-07-24,1550,13,Newton,1331,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0329 0344 0913 1309 2004,69,M,H,501.0,SINGLE FAMILY DWELLING,310.0,CONCRETE BLOCK/BRICK,AO,Adult Other,200 E  29TH                         ST,,34.0218,-118.2686,2,15,Monday
1637,47707,200816780,11/23/2020 0:00,2020-11-23,1030,8,West LA,884,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606 1420 1309,55,M,H,101.0,STREET,,,IC,Invest Cont,10700    CUSHDON                      AV,,34.0387,-118.4267,1,10,Monday
1638,115588,201700900,11/28/2020 0:00,2020-11-28,630,17,Devonshire,1761,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0386 1402,29,M,H,108.0,PARKING LOT,,,IC,Invest Cont,9700    TOPANGA CANYON               PL,,34.2463,-118.6057,2,6,Saturday
1639,329896,211814491,7/30/2021 0:00,2021-07-30,1,18,Southeast,1801,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 1243 0444 0429 0408 0448,32,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,8600    DENVER                       AV,,33.9587,-118.2839,1,0,Friday
1640,647983,230411923,8/30/2023 0:00,2023-08-30,1710,4,Hollenbeck,459,2,624,BATTERY - SIMPLE ASSAULT,2000 0913 0555 0400 0416 1258,13,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,3100    WABASH                       AV,,34.0489,-118.1944,1,17,Wednesday
1641,635645,221508525,4/14/2022 0:00,2022-04-11,1820,15,N Hollywood,1545,2,354,THEFT OF IDENTITY,377,31,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,5100    LAUREL CANYON                BL,,34.1631,-118.3965,1,18,Monday
1642,469554,221416528,9/16/2022 0:00,2022-09-09,500,14,Pacific,1414,1,510,VEHICLE - STOLEN,,35.58024902184113,,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,600    BROADWAY,,33.9946,-118.4682,1,5,Friday
1643,4208,200111283,5/4/2020 0:00,2020-05-04,10,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,40,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,500    SAN JULIAN                   ST,,34.0446,-118.245,1,0,Monday
1644,44995,201014659,11/2/2020 0:00,2020-11-02,138,10,West Valley,1025,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1420 1822 0209 0329 1414,36.62505166522525,M,W,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,7100    RESEDA                       BL,,34.1993,-118.536,1,1,Monday
1645,172924,201417973,9/27/2020 0:00,2020-09-27,100,14,Pacific,1415,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,28,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,1000    LAKE                         ST,,34.0017,-118.4608,1,1,Sunday
1646,812478,230815663,10/16/2023 0:00,2023-09-25,1110,8,West LA,828,2,354,THEFT OF IDENTITY,1822 0929 0344,47,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,10600    WILSHIRE                     BL,,34.0649,-118.4372,1,11,Monday
1647,874100,231410162,5/9/2023 0:00,2023-04-13,630,14,Pacific,1473,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1202 0385,68,F,W,101.0,STREET,,,IC,Invest Cont,8100    ZITOLA                       TR,,33.9613,-118.4434,1,6,Thursday
1648,153915,201513287,7/29/2020 0:00,2020-06-30,900,15,N Hollywood,1516,1,310,BURGLARY,0321 1601 0344 0352,77,M,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,11400    VANOWEN                      ST,,34.194,-118.3792,1,9,Tuesday
1649,1002957,241510022,5/4/2024 0:00,2024-05-04,1030,15,N Hollywood,1548,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307 1822,22,M,W,108.0,PARKING LOT,,,IC,Invest Cont,11100    WEDDINGTON                   ST,,34.167,-118.3725,1,10,Saturday
1650,962919,240315048,10/4/2024 0:00,2024-10-04,950,3,Southwest,354,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1606 1822,29,M,W,102.0,SIDEWALK,,,IC,Invest Cont,3600    3RD                          AV,,34.0229,-118.3201,1,9,Friday
1651,796428,231004458,1/10/2023 0:00,2023-01-10,2320,10,West Valley,1075,1,330,BURGLARY FROM VEHICLE,1822 0344,35,F,J,108.0,PARKING LOT,,,IC,Invest Cont,17800    VENTURA                      BL,,34.1629,-118.5202,1,23,Tuesday
1652,318266,210316845,10/3/2021 0:00,2021-10-03,2100,3,Southwest,395,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0449 1202 0913 1402 0334 0416,62,M,B,501.0,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,AA,Adult Arrest,4300 S  HARVARD                      BL,,34.0053,-118.3068,1,21,Sunday
1653,701130,230619217,12/20/2023 0:00,2023-12-17,1130,6,Hollywood,635,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300 1609 1307,35,M,K,504.0,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2100 N  CAHUENGA                     BL,,34.1079,-118.3337,1,11,Sunday
1654,426175,221217927,8/18/2022 0:00,2022-08-17,900,12,77th Street,1243,1,310,BURGLARY,1607 0344 1202,71,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1900 W  64TH                         ST,,33.9814,-118.3112,1,9,Wednesday
1655,599320,220617590,10/16/2022 0:00,2022-10-16,1635,6,Hollywood,648,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1501,23.280065926417773,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,5600 W  SUNSET                       BL,,34.1,-118.3113,1,16,Sunday
1656,71078,200309533,4/6/2020 0:00,2020-04-05,1600,3,Southwest,331,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,20.501612554112555,X,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,4900 W  ADAMS                        BL,,34.0326,-118.3471,1,16,Sunday
1657,76076,200606224,2/16/2020 0:00,2020-02-16,230,6,Hollywood,647,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,ARGYLE,SELMA,34.0998,-118.3252,1,2,Sunday
1658,355298,210404456,1/13/2021 0:00,2021-01-13,1300,4,Hollenbeck,438,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1227,30,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2100    THELMA                       AV,,34.069,-118.1794,1,13,Wednesday
1659,343904,210618138,10/27/2021 0:00,2021-10-19,1,6,Hollywood,637,2,354,THEFT OF IDENTITY,1822,28,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,6200    HOLLYWOOD                    BL,,34.103,-118.3225,1,0,Tuesday
1660,46375,200121341,11/21/2020 0:00,2020-11-20,2140,1,Central,192,2,624,BATTERY - SIMPLE ASSAULT,0329 2004 1822 0416 0447,20,M,H,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1300 S  FIGUEROA                     ST,,34.0363,-118.2672,1,21,Friday
1661,422525,220812635,7/30/2022 0:00,2022-07-27,730,8,West LA,842,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1200 S  WESTGATE                     AV,,34.0474,-118.4635,1,7,Wednesday
1662,587568,221905919,2/18/2022 0:00,2022-02-18,1135,19,Mission,1904,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0344,66,F,H,101.0,STREET,,,IC,Invest Cont,14000    LAKESIDE                     ST,,34.321,-118.4381,1,11,Friday
1663,814095,231405603,2/8/2023 0:00,2023-02-08,1230,14,Pacific,1487,1,210,ROBBERY,1822 0344,34,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,8900 S  SEPULVEDA                    BL,,33.9559,-118.3962,1,12,Wednesday
1664,169928,202112096,7/28/2020 0:00,2020-07-28,2130,21,Topanga,2107,2,888,TRESPASSING,1402,41,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,21000    RODAX                        ST,,34.2237,-118.5907,2,21,Tuesday
1665,949598,241908031,4/19/2024 0:00,2024-04-19,1600,19,Mission,1944,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1300 1402 1212,43,F,H,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,SAN JOSE,OMELVENY,34.27,-118.4394,2,16,Friday
1666,699810,231210583,4/21/2023 0:00,2023-04-21,1415,12,77th Street,1273,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 1309 1822 0421 0422,68,F,B,121.0,YARD (RESIDENTIAL/BUSINESS),511.0,VERBAL THREAT,IC,Invest Cont,1400 W  90TH                         PL,,33.9551,-118.3003,1,14,Friday
1667,225014,211707378,4/10/2021 0:00,2021-04-10,1753,17,Devonshire,1735,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1912 0421 0422 1822,56,F,W,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,11000    BALBOA                       BL,,34.2684,-118.5149,1,17,Saturday
1668,908411,241804086,1/2/2024 0:00,2024-01-02,1415,18,Southeast,1802,2,623,BATTERY POLICE (SIMPLE),1212 0416 1822,20.291375000000002,X,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,100 W  90TH                         ST,,33.9546,-118.2739,1,14,Tuesday
1669,957232,240907880,4/11/2024 0:00,2024-04-11,1800,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0342 0311,19.971107142857143,X,X,402.0,MARKET,,,JO,Juv Other,7100 N  SEPULVEDA                    BL,,34.1993,-118.4662,1,18,Thursday
1670,903766,240708228,4/18/2024 0:00,2024-04-18,1221,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,30.191785714285714,X,X,415.0,THE GROVE,,,IC,Invest Cont,100    THE GROVE                    DR,,34.0736,-118.3563,1,12,Thursday
1671,183272,202013244,8/9/2020 0:00,2020-07-03,2100,20,Olympic,2055,2,928,THREATENING PHONE CALLS/LETTERS,0421 1822 1906 0432,26,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,1200 S  MARIPOSA                     AV,,34.0484,-118.2989,1,21,Friday
1672,462351,220817765,12/2/2022 0:00,2022-12-01,1755,8,West LA,892,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,40,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,11300    EXPOSITION                   BL,,34.0345,-118.438,1,17,Thursday
1673,788079,230605775,2/9/2023 0:00,2023-02-09,300,6,Hollywood,677,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1309 1310 0344 0352 1823 1913,22,M,B,101.0,STREET,,,IC,Invest Cont,SANTA MONICA,TAMARIND,34.0908,-118.319,1,3,Thursday
1674,55781,201006512,2/27/2020 0:00,2020-02-26,30,10,West Valley,1021,1,320,"BURGLARY, ATTEMPTED",1822 1609 0321,52,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,7100    SHIRLEY                      AV,,34.1993,-118.5579,1,0,Wednesday
1675,448801,221819225,10/17/2022 0:00,2022-10-16,2200,18,Southeast,1844,1,330,BURGLARY FROM VEHICLE,1202 1822 1601 0321 0344,62,M,H,101.0,STREET,,,IC,Invest Cont,800 E  112TH                        ST,,33.9328,-118.2604,1,22,Sunday
1676,854946,231215944,7/18/2023 0:00,2023-07-16,2330,12,77th Street,1269,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,80TH                         ST,STANFORD                     AV,33.9665,-118.263,1,23,Sunday
1677,913321,241713046,9/21/2024 0:00,2024-09-13,830,17,Devonshire,1752,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,18,M,H,710.0,OTHER PREMISE,,,IC,Invest Cont,10000    LURLINE                      AV,,34.2536,-118.5913,1,8,Friday
1678,544739,220619015,11/12/2022 0:00,2022-11-05,419,6,Hollywood,679,2,354,THEFT OF IDENTITY,0100 1822 0922 0935,29,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1000 N  NORMANDIE                    AV,,34.0886,-118.3027,1,4,Saturday
1679,875164,231105129,1/30/2023 0:00,2023-01-28,340,11,Northeast,1133,1,330,BURGLARY FROM VEHICLE,1300 0344 1822,44,F,F,108.0,PARKING LOT,,,IC,Invest Cont,TYBURN                       ST,LA CLEDE                     AV,34.1178,-118.2555,1,3,Saturday
1680,663610,231912876,8/16/2023 0:00,2023-08-14,1600,19,Mission,1994,1,330,BURGLARY FROM VEHICLE,0321 0344 1822,62,M,H,701.0,HOSPITAL,,,IC,Invest Cont,14800    ROSCOE                       BL,,34.2215,-118.4553,1,16,Monday
1681,60261,200506379,2/25/2020 0:00,2020-02-25,1600,5,Harbor,503,1,761,BRANDISH WEAPON,0913 1259 1309 0443,14,F,H,102.0,SIDEWALK,113.0,SIMULATED GUN,AO,Adult Other,1000    253RD                        ST,,33.7947,-118.2928,1,16,Tuesday
1682,680252,231407077,3/15/2023 0:00,2023-03-04,2015,14,Pacific,1495,1,510,VEHICLE - STOLEN,,37.55386270419843,,H,108.0,PARKING LOT,,,IC,Invest Cont,6100    WESTCHESTER                  PY,,33.9523,-118.3906,1,20,Saturday
1683,645868,231604521,1/16/2023 0:00,2023-01-16,1600,16,Foothill,1612,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,12800    VAN NUYS                     BL,,34.2733,-118.4202,1,16,Monday
1684,4856,200306234,2/7/2020 0:00,2020-01-01,1500,3,Southwest,379,1,122,"RAPE, ATTEMPTED",1822 1309 1305 0418 0500,24,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1000 W  39TH                         PL,,34.0141,-118.2915,2,15,Wednesday
1685,454888,220124712,11/18/2022 0:00,2022-11-17,2215,1,Central,134,2,624,BATTERY - SIMPLE ASSAULT,0605 0416 0444 1822,41,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,200 W  4TH                          ST,,34.0502,-118.2487,1,22,Thursday
1686,82687,200811243,6/28/2020 0:00,2020-06-20,510,8,West LA,817,2,624,BATTERY - SIMPLE ASSAULT,0416 1300,61,F,W,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1000    TIVERTON                     AV,,34.0604,-118.4432,1,5,Saturday
1687,745480,231414514,7/21/2023 0:00,2023-06-01,1200,14,Pacific,1444,1,510,VEHICLE - STOLEN,,35.58024902184113,,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,3200    CARTER                       AV,,33.9878,-118.446,1,12,Thursday
